ticker,name,ipo_date,ipo_price,shares_offered,offering_size,exchange,underwriter,sector,industry,d1_open,d1_high,d1_low,d1_close,d1_volume,d2_open,d2_high,d2_close,d2_volume,d5_close,ret_d1,ret_d5,is_spac,is_biotech,bookrunner,all_underwriters,d1_open_ret,d1_close_ret,d1_high_ret,d1_intraday_range,d2_close_ret,d5_close_ret,price_tier,is_high_price,size_tier,is_large_offering,is_hot_sector,is_ai,is_fintech,is_ev_clean,has_top_underwriter,ipo_year,ipo_month,ipo_quarter,ipo_weekday,d1_pop,d2_pop,any_d1d2_pop
ENNVU,Fast Radius Inc,2021-02-05,10.0,0,0.0,NASDAQ,,,,11.050000190734863,11.800000190734863,11.050000190734863,11.279999732971191,8411410,11.199999809265137,11.390000343322754,11.149999618530273,656321,11.3100004196167,2.0799999237060547,2.3499999046325684,1,False,,,10.500001907348633,12.79999732971191,18.00000190734863,6.787330199585476,11.49999618530273,13.100004196166992,low_under_15,False,small_under_100M,False,False,False,False,False,False,2021,2,1,4,False,False,False
EVAX,EVAXION A/S,2021-02-05,10.0,3000000,30000000.0,NASDAQ CM,Oppenheimer & Co,Health Care,Biotechnology,10.0,10.0,8.779999732971191,9.890000343322754,28007,10.34000015258789,10.34000015258789,9.949999809265137,10136,9.119999885559082,-1.100000023841858,-8.800000190734863,0,False,Oppenheimer & Co,,0.0,-1.0999965667724654,0.0,12.200002670288086,-0.500001907348635,-8.800001144409176,low_under_15,False,small_under_100M,False,True,False,False,False,False,2021,2,1,4,False,False,False
IMCR,IMMUNOCORE HOLDINGS PLC-ADR,2021-02-05,26.0,9935900,258000000.0,NASDAQ GS,"GS,JEFF,JPM",Health Care,Biotechnology,41.0,51.939998626708984,39.02000045776367,43.20000076293945,3308038,41.52000045776367,58.91999816894531,56.34000015258789,699682,48.939998626708984,5.369999885559082,19.3700008392334,0,False,"GS,JEFF,JPM",,57.692307692307686,66.15384908822865,99.76922548734224,31.51219065596418,116.6923082791842,88.23076394888072,mid_15_30,False,mid_100M_500M,False,False,False,False,False,False,2021,2,1,4,True,True,True
KURIU,Alkuri Global Acquisition Corp,2021-02-05,10.0,0,0.0,NASDAQ,,,,10.069999694824219,10.149999618530273,9.899999618530273,10.029999732971191,357684,9.877599716186523,10.079999923706055,10.0,714147,9.989999771118164,-0.4000000059604645,-0.7900000214576721,1,False,,,0.6999969482421875,0.2999973297119096,1.4999961853027433,2.4826217236977186,0.0,-0.10000228881835715,low_under_15,False,small_under_100M,False,False,False,False,False,False,2021,2,1,4,False,False,False
PHVS,PHARVARIS NV,2021-02-05,20.0,8270500,165000000.0,NASDAQ GS,"MS,BofA,SVBLEE",Health Care,Pharmaceuticals,25.0,30.940000534057617,23.059999465942383,29.0,3813903,28.0,30.440000534057617,28.700000762939453,529624,27.5,16.0,10.0,0,False,"MS,BofA,SVBLEE",,25.0,44.99999999999999,54.70000267028809,31.520004272460938,43.50000381469727,37.5,mid_15_30,False,mid_100M_500M,False,False,False,False,False,True,2021,2,1,4,True,True,True
SDACU,Sustainable Development Acquisition I Corp,2021-02-05,10.0,0,0.0,NASDAQ,,,,11.100000381469727,11.279999732971191,11.0,11.220000267028809,7143523,11.260000228881836,11.390000343322754,11.25,633424,11.010000228881836,1.0800000429153442,-0.8100000023841858,1,False,,,11.000003814697257,12.20000267028809,12.79999732971191,2.5225200301670374,12.5,10.100002288818356,low_under_15,False,small_under_100M,False,True,False,False,False,False,2021,2,1,4,False,False,False
TERN,TERNS PHARMACEUTICALS INC,2021-02-05,17.0,7500000,128000000.0,NASDAQ GS,"JPM,US,GS",Health Care,Pharmaceuticals,16.950000762939453,19.1200008392334,14.829999923706055,18.389999389648438,3012941,16.600000381469727,19.888900756835938,19.790000915527344,443010,19.65999984741211,8.5,15.989999771118164,0,True,"JPM,US,GS",,-0.2941131591796875,8.176466997931975,12.470593171961175,25.309738775394464,16.411770091337317,15.647057925953579,mid_15_30,False,mid_100M_500M,False,False,False,False,False,False,2021,2,1,4,False,False,False
VOR,VOR BIOPHARMA INC,2021-02-05,18.0,9828000,177000000.0,NASDAQ GS,"GS,BCLY,EVRCOR,STFL",Health Care,Biotechnology,42.02000045776367,63.619998931884766,25.31999969482422,37.5,166458,36.810001373291016,44.880001068115234,42.83000183105469,37311,42.880001068115234,-10.760000228881836,2.049999952316284,0,True,"GS,BCLY,EVRCOR,STFL",,133.44444698757596,108.33333333333334,253.44443851047092,91.1470700138562,137.9444546169705,138.22222815619574,mid_15_30,False,mid_100M_500M,False,False,False,False,False,False,2021,2,1,4,True,True,True
BAOS,BAOSHENG MEDIA GROUP HOLDING,2021-02-08,5.0,6000000,30000000.0,NASDAQ CM,Univest Securities LLC,Information Technology,Business Services,8.25,10.199999809265137,7.800000190734863,8.859999656677246,147009,8.119999885559082,8.539999961853027,7.590000152587891,32823,7.090000152587891,7.389999866485596,-14.0600004196167,0,False,Univest Securities LLC,,64.99999999999999,77.19999313354494,103.99999618530273,29.090904467033617,51.800003051757805,41.80000305175782,low_under_15,False,small_under_100M,False,False,False,False,False,False,2021,2,1,0,True,True,True
ADAG,ADAGENE INC-ADR,2021-02-09,19.0,7354000,140000000.0,NASDAQ GM,"GS,JEF,MS",Health Care,Pharmaceuticals,20.399999618530273,31.0,20.209999084472656,29.989999771118164,5135344,27.61829948425293,28.5,26.200000762939453,1014890,25.559999465942383,47.0099983215332,25.290000915527344,0,False,"GS,JEF,MS",,7.3684190448961795,57.84210405851666,63.1578947368421,52.892162339681036,37.89474085757607,34.52631297864413,mid_15_30,False,mid_100M_500M,False,False,False,False,False,False,2021,2,1,1,True,True,True
EVOJU,Evo Acquisition Corp,2021-02-09,10.0,0,0.0,NASDAQ,,,,10.399999618530273,10.399999618530273,10.25,10.300000190734863,4363986,10.300000190734863,10.34000015258789,10.300000190734863,242800,10.270000457763672,-0.9599999785423279,-1.25,1,False,,,3.9999961853027344,3.0000019073486373,3.9999961853027344,1.4423040772329505,3.0000019073486373,2.7000045776367276,low_under_15,False,small_under_100M,False,True,False,False,False,False,2021,2,1,1,False,False,False
RELI,RELIANCE GLOBAL GROUP INC,2021-02-09,6.0,1800000,11000000.0,NASDAQ CM,Kingswood Capital Corp,Financials,Insurance Agents,5.400000095367432,9.069999694824219,5.199999809265137,5.820000171661377,8039,7.0,7.0,6.489999771118164,4398,5.059999942779541,7.78000020980835,-6.300000190734863,0,False,Kingswood Capital Corp,,-9.99999841054281,-2.999997138977051,51.16666158040364,71.66666328171159,8.16666285196941,-15.666667620340979,low_under_15,False,small_under_100M,False,False,False,False,False,False,2021,2,1,1,False,False,False
XPDIU,Core Scientific Inc,2021-02-09,10.0,0,0.0,NASDAQ,,,,10.75,12.050000190734863,10.75,11.5,7744567,11.069999694824219,12.470000267028809,11.729999542236328,1374985,11.300000190734863,6.980000019073486,5.119999885559082,1,False,,,7.499999999999996,14.999999999999991,20.50000190734864,12.093025030091752,17.29999542236329,13.000001907348624,low_under_15,False,small_under_100M,False,False,False,False,False,False,2021,2,1,1,False,False,False
DSP,VIANT TECHNOLOGY INC-A,2021-02-10,25.0,10000000,250000000.0,NASDAQ GS,"BofA,UBS",Information Technology,Software,44.0,48.95000076293945,38.029998779296875,47.720001220703125,11664782,46.810001373291016,60.79999923706055,57.0,1769846,62.0,8.449999809265137,40.90999984741211,0,False,"BofA,UBS",,76.0,90.8800048828125,95.80000305175783,24.818186326460403,127.99999999999999,148.0,mid_15_30,False,mid_100M_500M,False,False,False,False,False,True,2021,2,1,2,True,True,True
LGACU,Lazard Growth Acquisition Corp I,2021-02-10,10.0,0,0.0,NASDAQ,,,,10.550000190734863,10.59000015258789,10.40999984741211,10.420000076293945,17852864,10.5,10.5600004196167,10.5,2467579,10.399999618530273,-1.2300000190734863,-1.4199999570846558,1,False,,,5.500001907348628,4.200000762939449,5.900001525878906,1.7061639992562245,5.000000000000004,3.9999961853027344,low_under_15,False,small_under_100M,False,False,False,False,False,False,2021,2,1,2,False,False,False
SCOBU,ScION Tech Growth II,2021-02-10,10.0,0,0.0,NASDAQ,,,,10.5,10.569999694824219,10.489999771118164,10.550000190734863,8693532,10.569999694824219,10.699999809265137,10.59000015258789,991221,10.579999923706055,0.47999998927116394,0.7599999904632568,1,False,,,5.000000000000004,5.500001907348628,5.699996948242192,0.7619040352957589,5.900001525878906,5.799999237060538,low_under_15,False,small_under_100M,False,False,False,False,False,False,2021,2,1,2,False,False,False
APR,Apria Inc,2021-02-11,20.0,0,0.0,NASDAQ,,Health Care,Health Care Providers & Servic,28.0,28.010000228881836,22.0,23.360000610351562,2404014,23.8700008392334,23.8700008392334,20.989999771118164,875930,20.75,-16.56999969482422,-25.889999389648438,0,False,,,39.99999999999999,16.800003051757816,40.05000114440917,21.46428653172084,4.94999885559082,3.750000000000009,mid_15_30,False,small_under_100M,False,False,False,False,False,False,2021,2,1,3,False,False,False
BMBL,BUMBLE INC-A,2021-02-11,43.0,50000000,2150000000.0,NASDAQ GS,JOINT LEADS,Information Technology,Software,76.0,79.5999984741211,70.0,70.30999755859375,43502658,75.70999908447266,84.80000305175781,75.45999908447266,21414245,74.0,-7.489999771118164,-2.630000114440918,0,False,JOINT LEADS,,76.74418604651163,63.51162222928779,85.11627552121183,12.63157693963302,75.4883699638899,72.09302325581395,high_30plus,True,mega_1B_plus,True,False,False,False,False,False,2021,2,1,3,True,True,True
BVS,BIOVENTUS INC - A,2021-02-11,13.0,8000000,104000000.0,NASDAQ GS,"MS,GS,JPM",Health Care,Surgical Instruments,15.100000381469727,19.510000228881836,15.039999961853027,19.209999084472656,3484446,18.760000228881836,18.969999313354492,17.219999313354492,809607,13.600000381469727,27.219999313354492,-9.930000305175781,0,False,"MS,GS,JPM",,16.153849088228654,47.76922372671275,50.076924837552596,29.60265002717656,32.46153317964995,4.615387549767136,low_under_15,False,mid_100M_500M,False,False,False,False,False,False,2021,2,1,3,True,True,True
LDI,LOANDEPOT INC -CLASS A,2021-02-11,14.0,3850000,54000000.0,New York,JOINT LEADS,Financials,Finance NEC,14.0,23.790800094604492,14.0,22.0,7896516,24.75,39.849998474121094,31.479999542236328,9535177,25.770000457763672,57.13999938964844,84.06999969482422,0,False,JOINT LEADS,,0.0,57.14285714285714,69.9342863900321,69.93428639003209,124.85713958740234,84.07143184116907,low_under_15,False,small_under_100M,False,False,False,False,False,False,2021,2,1,3,True,True,True
SGFY,Signify Health Inc,2021-02-11,24.0,0,0.0,NYSE,,Health Care,Health Services,32.0,33.5,30.549999237060547,31.559999465942383,12435153,32.2400016784668,36.400001525878906,36.400001525878906,3460154,37.0099983215332,-1.3799999952316284,15.65999984741211,0,False,,,33.33333333333333,31.499997774759937,39.58333333333333,9.218752384185791,51.66667302449544,54.20832633972168,mid_15_30,False,small_under_100M,False,False,False,False,False,False,2021,2,1,3,True,True,True
DBTX,Decibel Therapeutics Inc,2021-02-12,18.0,0,0.0,NASDAQ,,Health Care,Pharmaceuticals,21.200000762939453,24.389999389648438,18.0,18.030000686645508,3887454,18.020000457763672,18.5,18.100000381469727,636997,19.049999237060547,-14.949999809265137,-10.140000343322754,0,True,,,17.777782016330292,0.1666704813639397,35.49999660915799,30.141505470221702,0.5555576748318192,5.833329094780826,mid_15_30,False,small_under_100M,False,False,False,False,False,False,2021,2,1,4,False,False,False
LGVN,LONGEVERON INC-A,2021-02-12,10.0,2660000,27000000.0,NASDAQ CM,Kingswood Capital Corp,Health Care,Pharmaceuticals,10.0,10.0,7.25,7.409999847412109,279495,7.699999809265137,7.900000095367432,7.510000228881836,26840,6.159999847412109,-25.899999618530273,-38.400001525878906,0,False,Kingswood Capital Corp,,0.0,-25.900001525878903,0.0,27.500000000000004,-24.899997711181644,-38.4000015258789,low_under_15,False,small_under_100M,False,True,False,False,False,False,2021,2,1,4,False,False,False
RCLFU,Spectral AI Inc,2021-02-12,10.0,0,0.0,NASDAQ,,,,10.300000190734863,10.880000114440918,10.239999771118164,10.399999618530273,13193151,10.449999809265137,10.449999809265137,10.350000381469727,1095017,10.260000228881836,0.9700000286102295,-0.38999998569488525,1,False,,,3.0000019073486373,3.9999961853027344,8.800001144409176,6.213595451177293,3.500003814697261,2.6000022888183594,low_under_15,False,small_under_100M,False,True,True,False,False,False,2021,2,1,4,False,False,False
SCLEU,Broadscale Acquisition Corp,2021-02-12,10.0,0,0.0,NASDAQ,,,,10.550000190734863,10.720000267028809,10.5,10.539999961853027,12615096,10.640000343322754,10.649999618530273,10.470000267028809,1688300,10.739999771118164,-0.09000000357627869,1.7999999523162842,1,False,,,5.500001907348628,5.399999618530282,7.200002670288086,2.0853105502501834,4.700002670288095,7.3999977111816495,low_under_15,False,small_under_100M,False,False,False,False,False,False,2021,2,1,4,False,False,False
TCACU,SpringBig Holdings Inc,2021-02-12,10.0,0,0.0,NASDAQ,,,,10.609999656677246,10.619999885559082,10.390000343322754,10.430000305175781,6328266,10.529999732971191,10.850000381469727,10.729999542236328,1087582,10.75,-1.7000000476837158,1.3200000524520874,1,False,,,6.09999656677247,4.300003051757817,6.199998855590816,2.167762013937308,7.299995422363281,7.499999999999996,low_under_15,False,small_under_100M,False,False,False,False,False,False,2021,2,1,4,False,False,False
TSIBU,Tishman Speyer Innovation Corp II,2021-02-12,10.0,0,0.0,NASDAQ,,,,10.5,11.289999961853027,10.5,10.880000114440918,5881653,10.800000190734863,10.869999885559082,10.850000381469727,514681,10.75,3.619999885559082,2.380000114440918,1,False,,,5.000000000000004,8.800001144409176,12.899999618530277,7.523809160505023,8.500003814697266,7.499999999999996,low_under_15,False,small_under_100M,False,False,False,False,False,False,2021,2,1,4,False,False,False
MSACU,Medicus Sciences Acquisition Corp,2021-02-16,10.0,0,0.0,NASDAQ,,,,10.300000190734863,10.489999771118164,10.25,10.300000190734863,1988755,10.470000267028809,10.470000267028809,10.380000114440918,298812,10.399999618530273,0.0,0.9700000286102295,1,False,,,3.0000019073486373,3.0000019073486373,4.899997711181636,2.3300948220763193,3.800001144409171,3.9999961853027344,low_under_15,False,small_under_100M,False,False,False,False,False,False,2021,2,1,1,False,False,False
ABGI,ABG Acquisition Corp I,2021-02-17,10.0,0,0.0,NASDAQ,,Financials,Blank Checks,10.5,10.5,10.229999542236328,10.34000015258789,4620510,10.3100004196167,10.380000114440918,10.329999923706055,646908,10.300000190734863,-1.5199999809265137,-1.899999976158142,1,False,,,5.000000000000004,3.400001525878915,5.000000000000004,2.5714329310825894,3.299999237060547,3.0000019073486373,low_under_15,False,small_under_100M,False,False,False,False,False,False,2021,2,1,2,False,False,False
FSII,Pardes Biosciences Inc,2021-02-17,10.0,0,0.0,NASDAQ,,Health Care,Biotechnology,10.5,11.119999885559082,10.449999809265137,10.789999961853027,3332975,10.779999732971191,10.789999961853027,10.649999618530273,356332,10.970000267028809,2.759999990463257,4.480000019073486,0,False,,,5.000000000000004,7.899999618530273,11.19999885559082,6.380953107561384,6.4999961853027255,9.700002670288077,low_under_15,False,small_under_100M,False,False,False,False,False,False,2021,2,1,2,False,False,False
FSRXU,FinServ Acquisition Corp II,2021-02-17,10.0,0,0.0,NASDAQ,,,,11.0,11.369999885559082,10.850000381469727,11.149999618530273,8309156,11.039999961853027,11.199899673461914,11.119999885559082,301507,10.75,1.3600000143051147,-2.2699999809265137,1,False,,,10.000000000000009,11.49999618530273,13.699998855590811,4.727268218994141,11.19999885559082,7.499999999999996,low_under_15,False,small_under_100M,False,False,False,False,False,False,2021,2,1,2,False,False,False
MACAU,Moringa Acquisition Corp,2021-02-17,10.0,0,0.0,NASDAQ,,,,10.649999618530273,10.84000015258789,10.619999885559082,10.65999984741211,3175854,10.699999809265137,10.949999809265137,10.800000190734863,310099,10.460000038146973,0.09000000357627869,-1.7799999713897705,1,False,,,6.4999961853027255,6.599998474121094,8.400001525878897,2.065730280835157,8.000001907348642,4.600000381469727,low_under_15,False,small_under_100M,False,False,False,False,False,False,2021,2,1,2,False,False,False
NVSAU,New Vista Acquisition Corp,2021-02-17,10.0,0,0.0,NASDAQ,,,,10.569999694824219,10.699999809265137,10.550000190734863,10.609999656677246,12451578,10.890000343322754,11.079999923706055,11.0,2818898,10.979999542236328,0.3799999952316284,3.880000114440918,1,False,,,5.699996948242192,6.09999656677247,6.999998092651372,1.4191071226210472,10.000000000000009,9.799995422363272,low_under_15,False,small_under_100M,False,False,False,False,False,False,2021,2,1,2,False,False,False
PFDRU,Movella Holdings Inc,2021-02-17,10.0,0,0.0,NASDAQ,,,,10.5,10.600000381469727,10.5,10.539999961853027,8575662,10.5,10.550000190734863,10.520000457763672,849890,10.460000038146973,0.3799999952316284,-0.3799999952316284,1,False,,,5.000000000000004,5.399999618530282,6.0000038146972745,0.9523845854259673,5.200004577636719,4.600000381469727,low_under_15,False,small_under_100M,False,False,False,False,False,False,2021,2,1,2,False,False,False
SPTKU,SportsTek Acquisition Corp,2021-02-17,10.0,0,0.0,NASDAQ,,,,10.350000381469727,10.399999618530273,10.289999961853027,10.300000190734863,5834474,10.260000228881836,10.289999961853027,10.220000267028809,630610,10.270000457763672,-0.47999998927116394,-0.7699999809265137,1,False,,,3.500003814697261,3.0000019073486373,3.9999961853027344,1.0627985760675485,2.2000026702880815,2.7000045776367276,low_under_15,False,small_under_100M,False,False,False,False,False,False,2021,2,1,2,False,False,False
MACQU,AdTheorent Holding Company Inc,2021-02-18,10.0,0,0.0,NASDAQ,,,,10.029999732971191,10.039999961853027,10.0,10.0,13643067,10.109999656677246,10.109999656677246,10.0600004196167,3437170,9.970000267028809,-0.30000001192092896,-0.6000000238418579,1,False,,,0.2999973297119096,0.0,0.3999996185302779,0.3988032195209055,0.6000041961669922,-0.2999973297119096,low_under_15,False,small_under_100M,False,False,False,False,False,False,2021,2,1,3,False,False,False
BRPMU,FaZe Holdings Inc,2021-02-19,10.0,0,0.0,NASDAQ,,,,10.609999656677246,10.899999618530273,10.5,10.800000190734863,4691861,10.800000190734863,10.979999542236328,10.774999618530273,500121,10.40999984741211,1.7899999618530273,-1.8899999856948853,1,False,,,6.09999656677247,8.000001907348642,8.999996185302738,3.7700248018249427,7.749996185302743,4.099998474121103,low_under_15,False,small_under_100M,False,False,False,False,False,False,2021,2,1,4,False,False,False
CFVIU,Rumble Inc,2021-02-19,10.0,0,0.0,NASDAQ,,,,10.600000381469727,10.720000267028809,10.600000381469727,10.710000038146973,7355891,10.630000114440918,10.670000076293945,10.609999656677246,1877116,10.350000381469727,1.0399999618530273,-2.359999895095825,1,False,,,6.0000038146972745,7.100000381469718,7.200002670288086,1.132074351326048,6.09999656677247,3.500003814697261,low_under_15,False,small_under_100M,False,False,False,False,False,False,2021,2,1,4,False,False,False
ROCRU,QualTek Services Inc,2021-02-19,10.0,0,0.0,NASDAQ,,,,10.100000381469727,10.229999542236328,10.050000190734863,10.09000015258789,3283871,10.100000381469727,10.229999542236328,10.010000228881836,434472,10.09000015258789,-0.10000000149011612,-0.10000000149011612,1,False,,,1.00000381469727,0.9000015258789018,2.299995422363277,1.7821717297328634,0.10000228881836826,0.9000015258789018,low_under_15,False,small_under_100M,False,False,False,False,False,False,2021,2,1,4,False,False,False
PSAGU,Property Solutions Acquisition Corp II,2021-02-22,10.0,0,0.0,NASDAQ,,,,10.0,10.010000228881836,9.890000343322754,9.890000343322754,7824006,9.920000076293945,10.020000457763672,10.0,2545798,10.0,-1.100000023841858,0.0,1,False,,,0.0,-1.0999965667724654,0.10000228881836826,1.1999988555908203,0.0,0.0,low_under_15,False,small_under_100M,False,False,False,False,False,False,2021,2,1,0,False,False,False
SBEAU,BRC Inc,2021-02-22,10.0,0,0.0,NASDAQ,,,,10.050000190734863,10.104999542236328,10.020000457763672,10.069999694824219,12010267,10.149999618530273,10.300000190734863,10.100000381469727,917773,10.0,0.20000000298023224,-0.5,1,False,,,0.5000019073486239,0.6999969482421875,1.0499954223632812,0.8457620185024202,1.00000381469727,0.0,low_under_15,False,small_under_100M,False,False,False,False,False,False,2021,2,1,0,False,False,False
CMIIU,SomaLogic Inc,2021-02-23,10.0,0,0.0,NASDAQ,,,,11.75,13.283499717712402,11.75,12.489999771118164,3484591,12.829999923706055,14.260000228881836,13.449999809265137,723463,13.649999618530273,6.300000190734863,16.170000076293945,1,False,,,17.500000000000004,24.899997711181634,32.834997177124016,13.051061427339594,34.49999809265136,36.49999618530273,low_under_15,False,small_under_100M,False,False,False,False,False,False,2021,2,1,1,True,True,True
FTAAU,FTAC Athena Acquisition Corp,2021-02-23,10.0,0,0.0,NASDAQ,,,,10.550000190734863,10.739999771118164,10.489999771118164,10.739999771118164,4439194,10.600000381469727,10.739999771118164,10.699999809265137,1056782,10.489999771118164,1.7999999523162842,-0.5699999928474426,1,False,,,5.500001907348628,7.3999977111816495,7.3999977111816495,2.3696682036039487,6.999998092651372,4.899997711181636,low_under_15,False,small_under_100M,False,False,False,False,False,False,2021,2,1,1,False,False,False
GIIXU,Gores Holdings VIII Inc,2021-02-23,10.0,0,0.0,NASDAQ,,,,10.550000190734863,10.600000381469727,10.395000457763672,10.40999984741211,8227765,10.5,10.569999694824219,10.550000190734863,885218,10.279999732971191,-1.3300000429153442,-2.559999942779541,1,False,,,5.500001907348628,4.099998474121103,6.0000038146972745,1.9431272037898926,5.500001907348628,2.799997329711923,low_under_15,False,small_under_100M,False,False,False,False,False,False,2021,2,1,1,False,False,False
GSEVU,Gores Holdings VII Inc,2021-02-23,10.0,0,0.0,NASDAQ,,,,10.350000381469727,10.779999732971191,10.350000381469727,10.600000381469727,10204291,10.670000076293945,10.75,10.710000038146973,2476841,10.300000190734863,2.4200000762939453,-0.47999998927116394,1,False,,,3.500003814697261,6.0000038146972745,7.799997329711905,4.154582953168972,7.100000381469718,3.0000019073486373,low_under_15,False,small_under_100M,False,False,False,False,False,False,2021,2,1,1,False,False,False
HIIIU,Hudson Executive Investment Corp III,2021-02-23,10.0,0,0.0,NASDAQ,,,,10.350000381469727,10.399999618530273,10.270000457763672,10.270000457763672,23128484,10.300000190734863,10.3149995803833,10.1899995803833,2791831,10.050000190734863,-0.7699999809265137,-2.9000000953674316,1,False,,,3.500003814697261,2.7000045776367276,3.9999961853027344,1.2560304925142558,1.899995803832999,0.5000019073486239,low_under_15,False,small_under_100M,False,False,False,False,False,False,2021,2,1,1,False,False,False
VELOU,Velocity Acquisition Corp,2021-02-23,10.0,0,0.0,NASDAQ,,,,10.300000190734863,10.329999923706055,10.210000038146973,10.229999542236328,11283810,10.25,10.289999961853027,10.239999771118164,1430332,10.020000457763672,-0.6800000071525574,-2.7200000286102295,1,False,,,3.0000019073486373,2.299995422363277,3.299999237060547,1.1650474110381597,2.399997711181645,0.2000045776367143,low_under_15,False,small_under_100M,False,False,False,False,False,False,2021,2,1,1,False,False,False
COLIU,Colicity Inc,2021-02-24,10.0,0,0.0,NASDAQ,,,,10.8100004196167,10.899999618530273,10.5,10.520000457763672,11754032,10.5,10.569999694824219,10.4399995803833,2055779,10.199999809265137,-2.680000066757202,-5.639999866485596,1,False,,,8.100004196166989,5.200004577636719,8.999996185302738,3.7002738483192084,4.399995803833012,1.9999980926513672,low_under_15,False,small_under_100M,False,False,False,False,False,False,2021,2,1,2,False,False,False
GLBLU,Cartesian Growth Corp,2021-02-24,10.0,0,0.0,NASDAQ,,,,10.350000381469727,10.350000381469727,10.220000267028809,10.229999542236328,10345043,10.289999961853027,10.289999961853027,10.109999656677246,1717284,10.050000190734863,-1.159999966621399,-2.9000000953674316,1,False,,,3.500003814697261,2.299995422363277,3.500003814697261,1.2560397067585192,1.0999965667724654,0.5000019073486239,low_under_15,False,small_under_100M,False,False,False,False,False,False,2021,2,1,2,False,False,False
SRNGU,Ginkgo Bioworks Holdings Inc,2021-02-24,10.0,0,0.0,NASDAQ,,,,10.75,11.119999885559082,10.75,10.880000114440918,46070941,11.09000015258789,11.289999961853027,10.680000305175781,12181905,10.75,1.2100000381469727,0.0,1,False,,,7.499999999999996,8.800001144409176,11.19999885559082,3.4418594005496,6.800003051757808,7.499999999999996,low_under_15,False,small_under_100M,False,False,False,False,False,False,2021,2,1,2,False,False,False
EJFAU,EJF Acquisition Corp,2021-02-25,10.0,0,0.0,NASDAQ,,,,10.100000381469727,10.15999984741211,10.09000015258789,10.100000381469727,11787849,10.09000015258789,10.130000114440918,10.069999694824219,2173187,10.0,0.0,-0.9900000095367432,1,False,,,1.00000381469727,1.00000381469727,1.5999984741210893,0.693066259211691,0.6999969482421875,0.0,low_under_15,False,small_under_100M,False,False,False,False,False,False,2021,2,1,3,False,False,False
ISLEU,Isleworth Healthcare Acquisition Corp,2021-02-25,10.0,0,0.0,NASDAQ,,,,10.119999885559082,10.149999618530273,10.020000457763672,10.09000015258789,6193474,10.149999618530273,10.180000305175781,10.050000190734863,490595,9.989999771118164,-0.30000001192092896,-1.2799999713897705,1,False,,,1.1999988555908114,0.9000015258789018,1.4999961853027433,1.2845767019435073,0.5000019073486239,-0.10000228881835715,low_under_15,False,small_under_100M,False,False,False,False,False,False,2021,2,1,3,False,False,False
ARYD,Adagio Medical Holdings Inc.,2021-02-26,10.0,0,0.0,NASDAQ,,Financials,Blank Checks,10.949999809265137,11.84000015258789,10.600000381469727,11.130000114440918,2168882,11.789999961853027,12.0,11.550000190734863,226645,10.989999771118164,1.6399999856948853,0.3700000047683716,1,False,,,9.499998092651364,11.300001144409189,18.400001525878906,11.324199020249859,15.500001907348636,9.89999771118164,low_under_15,False,small_under_100M,False,False,False,False,False,False,2021,2,1,4,False,False,False
ACAHU,Atlantic Coastal Acquisition Corp,2021-03-02,10.0,0,0.0,NASDAQ,,,,9.979999542236328,10.0,9.949999809265137,9.949999809265137,9724238,9.970000267028809,10.029999732971191,9.989999771118164,3507858,10.039999961853027,-0.30000001192092896,0.6000000238418579,1,False,,,-0.2000045776367143,-0.500001907348635,0.0,0.5010039381590913,-0.10000228881835715,0.3999996185302779,low_under_15,False,small_under_100M,False,False,False,False,False,False,2021,3,1,1,False,False,False
ANZUU,Envoy Medical Inc,2021-03-02,10.0,0,0.0,NASDAQ,,,,10.0,10.010000228881836,9.9399995803833,10.0,20111150,10.100000381469727,10.100500106811523,10.0,1778004,10.050000190734863,0.0,0.5,1,False,,,0.0,0.0,0.10000228881836826,0.7000064849853516,0.0,0.5000019073486239,low_under_15,False,small_under_100M,False,False,False,False,False,False,2021,3,1,1,False,False,False
ARRWU,iLearningEngines Inc.,2021-03-02,10.0,0,0.0,NASDAQ,,,,10.010000228881836,10.050000190734863,9.979999542236328,10.0,8613932,10.010000228881836,10.010000228881836,10.0,1380551,10.0,-0.10000000149011612,-0.10000000149011612,1,False,,,0.10000228881836826,0.0,0.5000019073486239,0.6993071618176633,0.0,0.0,low_under_15,False,small_under_100M,False,False,False,False,False,False,2021,3,1,1,False,False,False
AURCU,Better Home  Finance Holding Co.,2021-03-02,10.0,0,0.0,NASDAQ,,,,9.949999809265137,10.010000228881836,9.949999809265137,9.970000267028809,6626856,9.920000076293945,10.010000228881836,10.0,2124130,10.029999732971191,0.20000000298023224,0.800000011920929,1,False,,,-0.500001907348635,-0.2999973297119096,0.10000228881836826,0.6030193041896208,0.0,0.2999973297119096,low_under_15,False,small_under_100M,False,False,False,False,False,False,2021,3,1,1,False,False,False
DHBCU,DHB Capital Corp,2021-03-02,10.0,0,0.0,NASDAQ,,,,9.989999771118164,10.010000228881836,9.949999809265137,10.0,8187051,9.979999542236328,10.029999732971191,10.0,1107506,10.03499984741211,0.10000000149011612,0.44999998807907104,1,False,,,-0.10000228881835715,0.0,0.10000228881836826,0.6006048147284739,0.0,0.34999847412109375,low_under_15,False,small_under_100M,False,False,False,False,False,False,2021,3,1,1,False,False,False
